Year	Model	Model Code	MSRP	Dlr Inv.	Model Description
2022	Pilot 	YF6H7NKXW	"$51,765.00 "	"$47,440.20 "	4WD 5D 3.5 V6 Black 9-Speed Automatic Transmission w/Premium Color
2022	Ridgeline 	YK3F1NEW	"$37,640.00 "	"$35,086.31 "	AWD 4D 3.5L V6 Sport 9-Speed Automatic Transmission
2022	Ridgeline 	YK3F1NEW	"$38,035.00 "	"$35,453.98 "	AWD 4D 3.5L V6 Sport 9-Speed Automatic Transmission w/Premium Color
2022	Ridgeline 	YK3F5NJNW	"$40,620.00 "	"$37,860.10 "	AWD 4D 3.5L V6 RTL 9-Speed Automatic Transmission
2022	Ridgeline 	YK3F5NJNW	"$41,015.00 "	"$38,227.77 "	AWD 4D 3.5L V6 RTL 9-Speed Automatic Transmission w/Premium Color
2022	Ridgeline 	YK3F7NKNW	"$43,570.00 "	"$39,932.80 "	AWD 4D 3.5L V6 RTL-E 9-Speed Automatic Transmission
2022	Ridgeline 	YK3F7NKNW	"$43,965.00 "	"$40,300.47 "	AWD 4D 3.5L V6 RTL-E 9-Speed Automatic Transmission w/Premium Color
2022	Ridgeline 	YK3F8NKNW	"$45,070.00 "	"$41,305.82 "	AWD 4D 3.5L V6 Black 9-Speed Automatic Transmission
2022	Ridgeline 	YK3F8NKNW	"$45,465.00 "	"$41,673.49 "	AWD 4D 3.5L V6 Black 9-Speed Automatic Transmission w/Premium Color
2022	Ridgeline Packages	Function Package	$275.00 	$253.00 	"Bed Cargo Net, Trunk Cargo Net, Trunk Cargo Dividers, First Aid Kit"
2022	Ridgeline Packages	Function+ Package	"$1,335.00 "	"$1,228.20 "	"Hard Tonneau Cover,Bed Cargo Net, Trunk Cargo Net, Trunk Cargo Dividers, First Aid Kit"
2022	Ridgeline Packages	Utility Package	"$1,495.00 "	"$1,375.40 "	"Running Boards, Roof Rails, Crossbars"
2022	Ridgeline Packages	HPD Bronze Package	"$2,800.00 "	"$2,576.00 "	"Fender Flares, 18"" HPD Alloy Wheels, Grille, HPD Decals and Emblem"
2022	Ridgeline Packages	HPD Black Package	"$2,800.00 "	"$2,576.00 "	"Fender Flares, 18"" HPD Alloy Wheels, Black Lug Nuts, Grille, HPD Decals and Emblem"
2022	CIVIC HATCH	FL2H5NEW	"$23,350.00 "	"$22,266.19 "	5D 2.0 L4 LX Continuously Variable Transmission
2022	CIVIC HATCH	FL2H5NEW	"$23,745.00 "	"$22,639.96 "	5D 2.0 L4 LX Continuously Variable Transmission w/Premium Color
2022	CIVIC HATCH	FL2G8NEW	"$24,550.00 "	"$23,281.44 "	5D 2.0 L4 Sport 6-Speed Manual Transmission
2022	CIVIC HATCH	FL2G8NEW	"$24,945.00 "	"$23,655.21 "	5D 2.0 L4 Sport 6-Speed Manual Transmission w/Premium Color
2022	CIVIC HATCH	FL2H8NEW	"$24,550.00 "	"$23,281.44 "	5D 2.0 L4 Sport Continuously Variable Transmission
2022	CIVIC HATCH	FL2H8NEW	"$24,945.00 "	"$23,655.21 "	5D 2.0 L4 Sport Continuously Variable Transmission w/Premium Color
2022	CIVIC HATCH	FL1H7NJNW	"$27,050.00 "	"$25,647.06 "	5D 1.5T L4 EX-L Continuously Variable Transmission
2022	CIVIC HATCH	FL1H7NJNW	"$27,445.00 "	"$26,020.83 "	5D 1.5T L4 EX-L Continuously Variable Transmission w/Premium Color
2022	CIVIC HATCH	FL1G8NKNW	"$29,850.00 "	"$27,835.38 "	5D 1.5T L4 Sport Touring 6-Speed Manual Transmission
2022	CIVIC HATCH	FL1G8NKNW	"$30,245.00 "	"$28,209.15 "	5D 1.5T L4 Sport Touring 6-Speed Manual Transmission w/Premium Color
2022	CIVIC HATCH	FL1H8NKNW	"$29,850.00 "	"$27,835.38 "	5D 1.5T L4 Sport Touring Continuously Variable Transmission
2022	CIVIC HATCH	FL1H8NKNW	"$30,245.00 "	"$28,209.15 "	5D 1.5T L4 Sport Touring Continuously Variable Transmission w/Premium Color
2022	CR-V	RW1H2NEW	"$26,400.00 "	"$25,167.96 "	2WD 5D 1.5T L4 LX Continuously Variable Transmission
2022	CR-V	RW1H2NEW	"$26,795.00 "	"$25,537.66 "	2WD 5D 1.5T L4 LX Continuously Variable Transmission w/Premium Color
2022	CR-V	RW1H7NEW	"$27,600.00 "	"$26,309.64 "	2WD 5D 1.5T L4 SE Continuously Variable Transmission
2022	CR-V	RW1H7NEW	"$27,995.00 "	"$26,679.34 "	2WD 5D 1.5T L4 SE Continuously Variable Transmission w/Premium Color
2022	CR-V	RW1H5NJW	"$28,910.00 "	"$27,109.31 "	2WD 5D 1.5T L4 EX Continuously Variable Transmission
2022	CR-V	RW1H5NJW	"$29,305.00 "	"$27,479.01 "	2WD 5D 1.5T L4 EX Continuously Variable Transmission w/Premium Color
2022	CR-V	RW1H8NJNW	"$31,500.00 "	"$29,533.43 "	2WD 5D 1.5T L4 EX-L Continuously Variable Transmission
2022	CR-V	RW1H8NJNW	"$31,895.00 "	"$29,903.13 "	2WD 5D 1.5T L4 EX-L Continuously Variable Transmission w/Premium Color
2022	CR-V	RW2H2NEW	"$27,900.00 "	"$26,595.06 "	AWD 5D 1.5T L4 LX Continuously Variable Transmission
2022	CR-V	RW2H2NEW	"$28,295.00 "	"$26,964.76 "	AWD 5D 1.5T L4 LX Continuously Variable Transmission w/Premium Color
2022	CR-V	RW2H7NEW	"$29,100.00 "	"$27,736.74 "	AWD 5D 1.5T L4 SE Continuously Variable Transmission
2022	CR-V	RW2H7NEW	"$29,495.00 "	"$28,106.44 "	AWD 5D 1.5T L4 SE Continuously Variable Transmission w/Premium Color
2022	CR-V	RW2H5NJW	"$30,410.00 "	"$28,513.24 "	AWD 5D 1.5T L4 EX Continuously Variable Transmission
2022	CR-V	RW2H5NJW	"$30,805.00 "	"$28,882.94 "	AWD 5D 1.5T L4 EX Continuously Variable Transmission w/Premium Color
2022	CR-V	RW2H8NJNW	"$33,000.00 "	"$30,937.35 "	AWD 5D 1.5T L4 EX-L Continuously Variable Transmission
2022	CR-V	RW2H8NJNW	"$33,395.00 "	"$31,307.05 "	AWD 5D 1.5T L4 EX-L Continuously Variable Transmission w/Premium Color
2022	CR-V	RW2H9NKNW	"$36,200.00 "	"$33,373.10 "	AWD 5D 1.5T L4 Touring Continuously Variable Transmission
2022	CR-V	RW2H9NKNW	"$36,595.00 "	"$33,742.80 "	AWD 5D 1.5T L4 Touring Continuously Variable Transmission w/Premium Color
2022	CR-V Hybrid	RT6H5NJW	"$31,610.00 "	"$29,636.38 "	AWD 5D 2.0 Hybrid EX Continuously Variable Transmission
2022	CR-V Hybrid	RT6H5NJW	"$32,005.00 "	"$30,006.08 "	AWD 5D 2.0 Hybrid EX Continuously Variable Transmission w/Premium Color
2022	CR-V Hybrid	RT6H8NJNW	"$34,200.00 "	"$32,060.49 "	AWD 5D 2.0 Hybrid EX-L Continuously Variable Transmission
2022	CR-V Hybrid	RT6H8NJNW	"$34,595.00 "	"$32,430.19 "	AWD 5D 2.0 Hybrid EX-L Continuously Variable Transmission w/Premium Color
2022	CR-V Hybrid	RT6H9NKNW	"$37,400.00 "	"$34,477.70 "	AWD 5D 2.0 Hybrid Touring Continuously Variable Transmission
2022	CR-V Hybrid	RT6H9NKNW	"$37,795.00 "	"$34,847.40 "	AWD 5D 2.0 Hybrid Touring Continuously Variable Transmission w/Premium Color
2022	PILOT 	YF6H5NJNW	"$41,810.00 "	"$38,967.75 "	4WD 5D 3.5 V6 EX-L 9-Speed Automatic Transmission
2022	PILOT 	YF6H5NJNW	"$42,205.00 "	"$39,335.42 "	4WD 5D 3.5 V6 EX-L 9-Speed Automatic Transmission w/Premium Color
2022	PILOT 	YF6H2NJNW	"$42,410.00 "	"$39,526.23 "	4WD 5D 3.5 V6 SE 9-Speed Automatic Transmission
2022	PILOT 	YF6H2NJNW	"$42,805.00 "	"$39,893.90 "	4WD 5D 3.5 V6 SE 9-Speed Automatic Transmission w/Premium Color
2022	PILOT 	YF6H9NKNW	"$46,370.00 "	"$42,495.78 "	4WD 5D 3.5 V6 Touring 9-Speed Automatic Transmission
2022	PILOT 	YF6H9NKNW	"$46,765.00 "	"$42,863.45 "	4WD 5D 3.5 V6 Touring 9-Speed Automatic Transmission w/Premium Color
2022	PILOT 	YF6H6NKNW	"$46,670.00 "	"$42,770.38 "	4WD 5D 3.5 V6 Touring - 7 9-Speed Automatic Transmission
2022	PILOT 	YF6H6NKNW	"$47,065.00 "	"$43,138.05 "	4WD 5D 3.5 V6 Touring - 7 9-Speed Automatic Transmission w/Premium Color
2022	PILOT 	YF6H0NKNW	"$49,870.00 "	"$45,699.50 "	4WD 5D 3.5 V6 Elite 9-Speed Automatic Transmission
2022	PILOT 	YF6H0NKNW	"$50,265.00 "	"$46,067.17 "	4WD 5D 3.5 V6 Elite 9-Speed Automatic Transmission w/Premium Color
2022	PILOT 	YF6H7NKXW	"$51,370.00 "	"$47,072.53 "	4WD 5D 3.5 V6 Black 9-Speed Automatic Transmission
2022	PILOT 	YF6H7NKXW	"$51,765.00 "	"$47,440.20 "	4WD 5D 3.5 V6 Black 9-Speed Automatic Transmission w/Premium Color
2022	HRV 	RU6H3NEW	"$23,370.00 "	"$22,285.22 "	AWD 5D 1.8 L4 LX Continuously Variable Transmission
2022	HRV 	RU6H3NEW	"$23,765.00 "	"$22,658.99 "	AWD 5D 1.8 L4 LX Continuously Variable Transmission w/Premium Color
2022	HRV 	RU6H1NEW	"$25,320.00 "	"$24,010.05 "	AWD 5D 1.8 L4 Sport Continuously Variable Transmission
2022	HRV 	RU6H1NEW	"$25,715.00 "	"$24,383.82 "	AWD 5D 1.8 L4 Sport Continuously Variable Transmission w/Premium Color
2022	HRV 	RU6H5NJW	"$26,570.00 "	"$25,192.86 "	AWD 5D 1.8 L4 EX Continuously Variable Transmission
2022	HRV 	RU6H5NJW	"$26,965.00 "	"$25,566.63 "	AWD 5D 1.8 L4 EX Continuously Variable Transmission w/Premium Color
2022	HRV 	RU6H7NJNW	"$28,170.00 "	"$26,706.86 "	AWD 5D 1.8 L4 EX-L Continuously Variable Transmission
2022	HRV 	RU6H7NJNW	"$28,565.00 "	"$27,080.63 "	AWD 5D 1.8 L4 EX-L Continuously Variable Transmission w/Premium Color
2022	CIVIC SEDAN	FE2F2NEW	"$22,350.00 "	"$21,314.79 "	4D 2.0 L4 LX Continuously Variable Transmission
2022	CIVIC SEDAN	FE2F2NEW	"$22,745.00 "	"$21,688.56 "	4D 2.0 L4 LX Continuously Variable Transmission w/Premium Color
2022	CIVIC SEDAN	FE2F5NEW	"$23,750.00 "	"$22,524.44 "	4D 2.0 L4 Sport Continuously Variable Transmission
2022	CIVIC SEDAN	FE2F5NEW	"$24,145.00 "	"$22,898.21 "	4D 2.0 L4 Sport Continuously Variable Transmission w/Premium Color
2022	CIVIC SEDAN	FE1F7NJW	"$25,350.00 "	"$24,038.44 "	4D 1.5T L4 EX Continuously Variable Transmission
2022	CIVIC SEDAN	FE1F7NJW	"$25,745.00 "	"$24,412.21 "	4D 1.5T L4 EX Continuously Variable Transmission w/Premium Color
2022	CIVIC SEDAN	FE1F9NKNW	"$28,950.00 "	"$26,997.66 "	4D 1.5T L4 Touring Continuously Variable Transmission
2022	CIVIC SEDAN	FE1F9NKNW	"$29,345.00 "	"$27,371.43 "	4D 1.5T L4 Touring Continuously Variable Transmission w/Premium Color
2022	INSIGHT	ZE4F5NEW	"$25,760.00 "	"$24,426.40 "	4D 1.5 L4 EX Continuously Variable Transmission
2022	INSIGHT	ZE4F5NEW	"$26,155.00 "	"$24,800.17 "	4D 1.5 L4 EX Continuously Variable Transmission w/Premium Color
2022	INSIGHT	ZE4F9NKNW	"$29,790.00 "	"$27,779.53 "	4D 1.5 L4 Touring Continuously Variable Transmission
2022	INSIGHT	ZE4F9NKNW	"$30,185.00 "	"$28,153.30 "	4D 1.5 L4 Touring Continuously Variable Transmission w/Premium Color
2022	ODYSSEY	RL6H2NEW	"$33,040.00 "	"$31,485.26 "	5D 3.5 V6 LX 10-Speed Automatic Transmission
2022	ODYSSEY	RL6H2NEW	"$33,435.00 "	"$31,852.93 "	5D 3.5 V6 LX 10-Speed Automatic Transmission w/Premium Color
2022	ODYSSEY	RL6H5NEXW	"$36,440.00 "	"$33,969.35 "	5D 3.5 V6 EX 10-Speed Automatic Transmission
2022	ODYSSEY	RL6H5NEXW	"$36,835.00 "	"$34,337.02 "	5D 3.5 V6 EX 10-Speed Automatic Transmission w/Premium Color
2022	ODYSSEY	RL6H7NJXW	"$39,710.00 "	"$37,013.07 "	5D 3.5 V6 EX-L 10-Speed Automatic Transmission
2022	ODYSSEY	RL6H7NJXW	"$40,105.00 "	"$37,380.74 "	5D 3.5 V6 EX-L 10-Speed Automatic Transmission w/Premium Color
2022	ODYSSEY	RL6H8NKXW	"$43,750.00 "	"$40,097.56 "	5D 3.5 V6 Touring 10-Speed Automatic Transmission
2022	ODYSSEY	RL6H8NKXW	"$44,145.00 "	"$40,465.23 "	5D 3.5 V6 Touring 10-Speed Automatic Transmission w/Premium Color
2022	ODYSSEY	RL6H9NKXW	"$48,770.00 "	"$44,692.62 "	5D 3.5 V6 Elite 10-Speed Automatic Transmission
2022	ODYSSEY	RL6H9NKXW	"$49,165.00 "	"$45,060.29 "	5D 3.5 V6 Elite 10-Speed Automatic Transmission w/Premium Color
2021	RIDGELINE	YK3F1MEW	"$36,490.00 "	"$34,015.89 "	AWD 4D 3.5L V6 Sport 9-Speed Automatic Transmission
2021	RIDGELINE	YK3F1MEW	"$36,885.00 "	"$34,383.56 "	AWD 4D 3.5L V6 Sport 9-Speed Automatic Transmission w/Premium Color
2021	RIDGELINE	YK3F5MJNW	"$39,470.00 "	"$36,789.68 "	AWD 4D 3.5L V6 RTL 9-Speed Automatic Transmission
2021	RIDGELINE	YK3F5MJNW	"$39,865.00 "	"$37,157.35 "	AWD 4D 3.5L V6 RTL 9-Speed Automatic Transmission w/Premium Color
2021	RIDGELINE	YK3F7MKNW	"$42,420.00 "	"$38,880.15 "	AWD 4D 3.5L V6 RTL-E 9-Speed Automatic Transmission
2021	RIDGELINE	YK3F7MKNW	"$42,815.00 "	"$39,247.82 "	AWD 4D 3.5L V6 RTL-E 9-Speed Automatic Transmission w/Premium Color
2021	RIDGELINE	YK3F8MKNW	"$43,920.00 "	"$40,253.17 "	AWD 4D 3.5L V6 Black 9-Speed Automatic Transmission
2021	RIDGELINE	YK3F8MKNW	"$44,315.00 "	"$40,620.84 "	AWD 4D 3.5L V6 Black 9-Speed Automatic Transmission w/Premium Color
2021	Ridgeline Packages	Function Package	$270.00 	$248.40 	"Bed Cargo Net, Trunk Cargo Net, Trunk Cargo Dividers, First Aid Kit"
2021	Ridgeline Packages	Function+ Package	"$1,315.00 "	"$1,209.80 "	"Hard Tonneau Cover,Bed Cargo Net, Trunk Cargo Net, Trunk Cargo Dividers, First Aid Kit"
2021	Ridgeline Packages	Utility Package	"$1,465.00 "	"$1,347.80 "	"Running Boards, Roof Rails, Crossbars"
2021	Ridgeline Packages	HPD Package	"$2,800.00 "	"$2,576.00 "	"Fender Flares, 18"" HPD Alloy Wheels, Grille, HPD Decals and Emblem"
2021	CRV	RW2H2MEW	"$26,850.00 "	"$25,596.09 "	AWD 5D 1.5T L4 LX Continuously Variable Transmission
2021	CRV	RW2H2MEW	"$27,245.00 "	"$25,965.79 "	AWD 5D 1.5T L4 LX Continuously Variable Transmission w/Premium Color
2021	CRV	RW2H7MEW	"$28,050.00 "	"$26,737.77 "	AWD 5D 1.5T L4 SE Continuously Variable Transmission
2021	CRV	RW2H7MEW	"$28,445.00 "	"$27,107.47 "	AWD 5D 1.5T L4 SE Continuously Variable Transmission w/Premium Color
2021	CRV	RW2H5MJW	"$29,360.00 "	"$27,530.49 "	AWD 5D 1.5T L4 EX Continuously Variable Transmission
2021	CRV	RW2H5MJW	"$29,755.00 "	"$27,900.19 "	AWD 5D 1.5T L4 EX Continuously Variable Transmission w/Premium Color
